timestamp,open,high,low,close,volume,trades,funding_rate,open_interest
1754776800000,0.17816,0.17822,0.17647,0.17685,100159.0,93,0.0,0.0
1754780400000,0.17676,0.17677,0.17429,0.17429,81434.0,188,0.0,0.0
1754784000000,0.1747,0.17648,0.17376,0.17639,206490.0,132,0.0,0.0
1754787600000,0.17629,0.17652,0.17519,0.17602,54473.0,111,0.0,0.0
1754791200000,0.17599,0.17744,0.17571,0.17703,160839.0,141,0.0,0.0
1754794800000,0.17723,0.17799,0.17587,0.17697,139393.0,136,0.0,0.0
1754798400000,0.17691,0.17864,0.17657,0.17841,139033.0,263,0.0,0.0
1754802000000,0.17847,0.1786,0.17467,0.17595,604934.0,965,0.0,0.0
1754805600000,0.17619,0.17662,0.17398,0.1747,482745.0,446,0.0,0.0
1754809200000,0.17559,0.17577,0.17129,0.17214,599043.0,441,0.0,0.0
1754812800000,0.17234,0.1739,0.17109,0.17335,279710.0,394,0.0,0.0
1754816400000,0.17374,0.17501,0.1734,0.17409,75654.0,300,0.0,0.0
1754820000000,0.17422,0.17463,0.17201,0.17218,466225.0,464,0.0,0.0
1754823600000,0.17291,0.17451,0.17176,0.17401,147397.0,320,0.0,0.0
1754827200000,0.1742,0.17488,0.17319,0.17455,122607.0,313,0.0,0.0
1754830800000,0.17472,0.17563,0.17322,0.17322,262876.0,505,0.0,0.0
1754834400000,0.17329,0.17731,0.17227,0.17642,340176.0,470,0.0,0.0
1754838000000,0.17665,0.17954,0.1761,0.17926,457824.0,435,0.0,0.0
1754841600000,0.17952,0.17978,0.17737,0.17936,353669.0,542,0.0,0.0
1754845200000,0.17938,0.1798,0.17753,0.17931,283728.0,608,0.0,0.0
1754848800000,0.17952,0.17989,0.17851,0.17952,201959.0,561,0.0,0.0
1754852400000,0.17972,0.1828,0.17924,0.1808,1865327.0,803,0.0,0.0
1754856000000,0.18074,0.18114,0.17799,0.17799,348969.0,451,0.0,0.0
1754859600000,0.17851,0.17942,0.17616,0.17816,206397.0,304,0.0,0.0
1754863200000,0.17867,0.17921,0.17718,0.17896,206186.0,305,0.0,0.0
1754866800000,0.17927,0.18,0.17868,0.17983,102860.0,302,0.0,0.0
1754870400000,0.17988,0.18096,0.17925,0.1802,116118.0,341,0.0,0.0
1754874000000,0.18009,0.18346,0.17973,0.18338,206128.0,466,0.0,0.0
1754877600000,0.18338,0.18492,0.1823,0.1834,249302.0,499,0.0,0.0
1754881200000,0.18346,0.18458,0.18119,0.18271,731461.0,633,0.0,0.0
1754884800000,0.18293,0.18452,0.18177,0.1832,302019.0,437,0.0,0.0
1754888400000,0.1834,0.185,0.18317,0.18484,138518.0,402,0.0,0.0
1754892000000,0.18516,0.18516,0.18299,0.18463,641743.0,644,0.0,0.0
1754895600000,0.18457,0.18542,0.181,0.18172,677943.0,621,0.0,0.0
1754899200000,0.18154,0.18222,0.18045,0.18189,199875.0,510,0.0,0.0
1754902800000,0.18167,0.18215,0.17924,0.18004,955866.0,751,0.0,0.0
1754906400000,0.17984,0.18051,0.1783,0.17937,434996.0,546,0.0,0.0
1754910000000,0.17916,0.17957,0.17429,0.17492,538127.0,443,0.0,0.0
1754913600000,0.17456,0.17529,0.17191,0.17309,603889.0,377,0.0,0.0
1754917200000,0.17315,0.17719,0.17261,0.17541,1170020.0,665,0.0,0.0
1754920800000,0.17541,0.17728,0.17369,0.17465,262284.0,467,0.0,0.0
1754924400000,0.17433,0.17558,0.17347,0.17554,196369.0,416,0.0,0.0
1754928000000,0.17518,0.17699,0.17393,0.17428,218296.0,465,0.0,0.0
1754931600000,0.17406,0.17441,0.17234,0.17244,333856.0,475,0.0,0.0
1754935200000,0.17234,0.17361,0.17182,0.17336,490065.0,551,0.0,0.0
1754938800000,0.17326,0.17391,0.17142,0.17166,249056.0,449,0.0,0.0
1754942400000,0.17147,0.17317,0.17103,0.173,296254.0,506,0.0,0.0
1754946000000,0.173,0.17457,0.16934,0.17009,1083976.0,771,0.0,0.0
1754949600000,0.16948,0.17113,0.1688,0.17021,379956.0,373,0.0,0.0
1754953200000,0.17,0.17116,0.16972,0.17076,40888.0,273,0.0,0.0
1754956800000,0.17062,0.17237,0.16971,0.17174,230288.0,412,0.0,0.0
1754960400000,0.17167,0.1727,0.1705,0.17237,396718.0,399,0.0,0.0
1754964000000,0.17221,0.17381,0.17154,0.17273,201365.0,346,0.0,0.0
1754967600000,0.17254,0.17271,0.17048,0.17123,82759.0,305,0.0,0.0
1754971200000,0.17073,0.17287,0.1705,0.17221,83796.0,306,0.0,0.0
1754974800000,0.17203,0.17224,0.1692,0.16952,357851.0,667,0.0,0.0
1754978400000,0.16952,0.17029,0.16854,0.16865,869747.0,862,0.0,0.0
1754982000000,0.16874,0.17105,0.16874,0.16914,586999.0,778,0.0,0.0
1754985600000,0.1692,0.1704,0.16827,0.16908,502605.0,614,0.0,0.0
1754989200000,0.16908,0.16959,0.16767,0.16774,163974.0,350,0.0,0.0
1754992800000,0.16779,0.17057,0.16633,0.16702,760651.0,604,0.0,0.0
1754996400000,0.16767,0.16875,0.16633,0.16847,96351.0,323,0.0,0.0
1755000000000,0.1687,0.17575,0.16738,0.17456,601140.0,490,0.0,0.0
1755003600000,0.17475,0.17493,0.1692,0.17036,466200.0,477,0.0,0.0
1755007200000,0.1708,0.17216,0.17014,0.17146,234242.0,503,0.0,0.0
1755010800000,0.17191,0.17575,0.17134,0.17575,535173.0,1835,0.0,0.0
1755014400000,0.1758,0.1771,0.17419,0.1755,778148.0,1419,0.0,0.0
1755018000000,0.17551,0.17764,0.17408,0.17462,471264.0,612,0.0,0.0
1755021600000,0.17462,0.17569,0.17218,0.17266,339605.0,495,0.0,0.0
1755025200000,0.17268,0.17573,0.17249,0.17515,213121.0,534,0.0,0.0
1755028800000,0.17484,0.17893,0.17419,0.17805,929129.0,958,0.0,0.0
1755032400000,0.17812,0.18144,0.1774,0.18139,713373.0,967,0.0,0.0
1755036000000,0.18105,0.18139,0.17835,0.17998,381435.0,950,0.0,0.0
1755039600000,0.18026,0.18161,0.17909,0.17951,827366.0,1114,0.0,0.0
1755043200000,0.17974,0.18061,0.17816,0.17909,715848.0,867,0.0,0.0
1755046800000,0.17939,0.17982,0.1734,0.17366,1371559.0,594,0.0,0.0
1755050400000,0.17365,0.17702,0.17256,0.1764,584404.0,644,0.0,0.0
1755054000000,0.17645,0.17763,0.17454,0.17623,390684.0,417,0.0,0.0
1755057600000,0.17644,0.17699,0.1727,0.17297,135188.0,312,0.0,0.0
1755061200000,0.17298,0.17376,0.17106,0.17144,368407.0,390,0.0,0.0
1755064800000,0.17172,0.17221,0.16856,0.17098,877434.0,444,0.0,0.0
1755068400000,0.17086,0.17411,0.1704,0.17382,274883.0,142,0.0,0.0
1755072000000,0.17377,0.17596,0.1733,0.17578,117782.0,145,0.0,0.0
1755075600000,0.17578,0.17786,0.17513,0.17658,190105.0,162,0.0,0.0
1755079200000,0.1763,0.18009,0.17571,0.18009,175854.0,116,0.0,0.0
1755082800000,0.18066,0.1833,0.1797,0.18159,486905.0,445,0.0,0.0
1755086400000,0.18157,0.18483,0.18121,0.18123,1423519.0,939,0.0,0.0
1755090000000,0.18127,0.18566,0.18121,0.18318,952700.0,389,0.0,0.0
1755093600000,0.18297,0.1852,0.178,0.17881,1348408.0,601,0.0,0.0
1755097200000,0.17836,0.1791,0.17531,0.17719,1013611.0,382,0.0,0.0
1755100800000,0.17703,0.18074,0.1767,0.18074,197666.0,155,0.0,0.0
1755104400000,0.18069,0.18417,0.18025,0.18254,873047.0,599,0.0,0.0
1755108000000,0.18282,0.18402,0.18042,0.18254,349813.0,255,0.0,0.0
1755111600000,0.18255,0.18575,0.18068,0.18457,179871.0,194,0.0,0.0
1755115200000,0.18462,0.18556,0.17935,0.17981,710404.0,347,0.0,0.0
1755118800000,0.18043,0.18242,0.17906,0.17925,202635.0,123,0.0,0.0
1755122400000,0.17991,0.18476,0.17945,0.18257,708969.0,263,0.0,0.0
1755126000000,0.18178,0.18598,0.18178,0.18464,338327.0,205,0.0,0.0
1755129600000,0.1846,0.18673,0.18256,0.18404,1021798.0,481,0.0,0.0
1755133200000,0.18404,0.18561,0.18297,0.18416,486674.0,406,0.0,0.0
1755136800000,0.18449,0.18742,0.18317,0.18704,948245.0,766,0.0,0.0
1755140400000,0.18713,0.19045,0.18596,0.18882,1410978.0,608,0.0,0.0
1755144000000,0.1891,0.19089,0.18539,0.18612,1209307.0,505,0.0,0.0
1755147600000,0.18626,0.18788,0.1846,0.18516,371984.0,209,0.0,0.0
1755151200000,0.18495,0.18495,0.18112,0.1848,540795.0,218,0.0,0.0
1755154800000,0.18474,0.18474,0.1811,0.18227,326801.0,188,0.0,0.0
1755158400000,0.18247,0.1828,0.18031,0.18061,133851.0,109,0.0,0.0
1755162000000,0.18002,0.1833,0.17945,0.18313,161590.0,123,0.0,0.0
1755165600000,0.18371,0.18463,0.18018,0.18207,452702.0,211,0.0,0.0
1755169200000,0.18179,0.18353,0.18119,0.18275,194899.0,126,0.0,0.0
1755172800000,0.1828,0.18505,0.1741,0.17484,1389847.0,765,0.0,0.0
1755176400000,0.17475,0.17907,0.1727,0.17779,1564536.0,837,0.0,0.0
1755180000000,0.17798,0.1809,0.17591,0.17809,728370.0,380,0.0,0.0
1755183600000,0.17799,0.17848,0.17325,0.17438,659858.0,286,0.0,0.0
1755187200000,0.17313,0.17373,0.16984,0.17178,591055.0,355,0.0,0.0
1755190800000,0.17189,0.17491,0.17083,0.17355,204844.0,174,0.0,0.0
1755194400000,0.17346,0.17594,0.17183,0.17555,211673.0,177,0.0,0.0
1755198000000,0.17559,0.17796,0.17515,0.17515,197256.0,170,0.0,0.0
1755201600000,0.17524,0.1784,0.17472,0.17674,307396.0,236,0.0,0.0
1755205200000,0.17661,0.17661,0.17036,0.17163,840183.0,424,0.0,0.0
1755208800000,0.17172,0.17395,0.17172,0.17336,680603.0,222,0.0,0.0
1755212400000,0.1734,0.17618,0.1733,0.17451,215790.0,180,0.0,0.0
1755216000000,0.17476,0.17886,0.17449,0.17688,677373.0,404,0.0,0.0
1755219600000,0.1769,0.18118,0.17627,0.18093,224098.0,200,0.0,0.0
1755223200000,0.18075,0.18706,0.17998,0.18706,992964.0,428,0.0,0.0
1755226800000,0.18706,0.19106,0.18583,0.19106,1818085.0,705,0.0,0.0
1755230400000,0.19106,0.19205,0.18724,0.18832,858173.0,500,0.0,0.0
1755234000000,0.18866,0.18866,0.18524,0.18719,706808.0,628,0.0,0.0
1755237600000,0.18723,0.1895,0.18665,0.18734,402871.0,309,0.0,0.0
1755241200000,0.18734,0.18946,0.18574,0.18702,260485.0,242,0.0,0.0
1755244800000,0.18702,0.1905,0.18639,0.19008,237599.0,245,0.0,0.0
1755248400000,0.18991,0.18991,0.18684,0.188,613858.0,497,0.0,0.0
1755252000000,0.18802,0.19019,0.18776,0.18891,345284.0,383,0.0,0.0
1755255600000,0.18888,0.19025,0.18755,0.18889,217235.0,229,0.0,0.0
1755259200000,0.18857,0.18944,0.18592,0.18869,493031.0,400,0.0,0.0
1755262800000,0.18858,0.18954,0.18512,0.18566,452790.0,342,0.0,0.0
1755266400000,0.18528,0.18782,0.178,0.1797,804317.0,536,0.0,0.0
1755270000000,0.17983,0.18096,0.17543,0.17793,1074853.0,876,0.0,0.0
1755273600000,0.17773,0.1805,0.17567,0.17959,359625.0,279,0.0,0.0
1755277200000,0.17959,0.18248,0.17741,0.18029,572699.0,358,0.0,0.0
1755280800000,0.18029,0.1809,0.17648,0.17701,279097.0,327,0.0,0.0
1755284400000,0.17693,0.17916,0.17693,0.17836,250509.0,250,0.0,0.0
1755288000000,0.17835,0.18248,0.17751,0.18234,486468.0,564,0.0,0.0
1755291600000,0.18248,0.1851,0.18112,0.18465,410050.0,512,0.0,0.0
1755295200000,0.18505,0.18925,0.18412,0.18861,1453225.0,740,0.0,0.0
1755298800000,0.18855,0.18945,0.18459,0.18587,256748.0,293,0.0,0.0
1755302400000,0.18592,0.18956,0.18482,0.18566,712156.0,508,0.0,0.0
1755306000000,0.18566,0.18651,0.18526,0.18644,31361.0,113,0.0,0.0
1755309600000,0.18653,0.18891,0.18586,0.18705,395162.0,249,0.0,0.0
1755313200000,0.18705,0.18815,0.18603,0.18604,148744.0,229,0.0,0.0
1755316800000,0.18669,0.18678,0.18452,0.18467,586225.0,552,0.0,0.0
1755320400000,0.18528,0.18562,0.18259,0.18276,127832.0,301,0.0,0.0
1755324000000,0.18295,0.18394,0.18243,0.18279,257863.0,370,0.0,0.0
1755327600000,0.18296,0.18516,0.18214,0.1843,190997.0,319,0.0,0.0
1755331200000,0.18449,0.18482,0.18115,0.18227,1743590.0,689,0.0,0.0
1755334800000,0.18246,0.1834,0.18047,0.18047,614240.0,510,0.0,0.0
1755338400000,0.18065,0.18065,0.17879,0.17919,368445.0,413,0.0,0.0
1755342000000,0.17957,0.18101,0.17902,0.17924,396166.0,365,0.0,0.0
1755345600000,0.17967,0.18065,0.17819,0.18045,204024.0,446,0.0,0.0
1755349200000,0.18075,0.18163,0.17948,0.17964,157255.0,545,0.0,0.0
1755352800000,0.1798,0.18103,0.17917,0.18081,190063.0,630,0.0,0.0
1755356400000,0.18101,0.18207,0.17921,0.17932,446710.0,805,0.0,0.0
1755360000000,0.1795,0.1812,0.17922,0.18079,303076.0,727,0.0,0.0
1755363600000,0.18062,0.18127,0.17936,0.18043,244327.0,756,0.0,0.0
1755367200000,0.18074,0.181,0.17917,0.18042,203707.0,716,0.0,0.0
1755370800000,0.18084,0.18239,0.17992,0.18043,332995.0,819,0.0,0.0
1755374400000,0.1806,0.18217,0.17988,0.18148,235568.0,913,0.0,0.0
1755378000000,0.1817,0.18171,0.17923,0.17975,301094.0,721,0.0,0.0
1755381600000,0.18002,0.18055,0.17816,0.17962,938492.0,828,0.0,0.0
1755385200000,0.1796,0.17981,0.17667,0.17712,922499.0,1532,0.0,0.0
1755388800000,0.17712,0.17805,0.17522,0.17567,401762.0,1140,0.0,0.0
1755392400000,0.17593,0.17747,0.1752,0.17662,182704.0,720,0.0,0.0
1755396000000,0.17678,0.17922,0.17622,0.17909,258924.0,948,0.0,0.0
1755399600000,0.17922,0.18041,0.17829,0.17972,250999.0,720,0.0,0.0
1755403200000,0.17997,0.18145,0.17972,0.18104,151214.0,340,0.0,0.0
1755406800000,0.18104,0.18144,0.17991,0.18035,81807.0,242,0.0,0.0
1755410400000,0.18042,0.18149,0.17938,0.17967,29109.0,213,0.0,0.0
1755414000000,0.17967,0.1815,0.17925,0.18133,113456.0,436,0.0,0.0
1755417600000,0.18149,0.1833,0.18133,0.18301,98730.0,492,0.0,0.0
1755421200000,0.18316,0.1833,0.1814,0.18299,107728.0,499,0.0,0.0
1755424800000,0.18309,0.18318,0.18096,0.18214,126204.0,452,0.0,0.0
1755428400000,0.18215,0.18276,0.18052,0.18244,175901.0,327,0.0,0.0
1755432000000,0.18261,0.18284,0.18009,0.18061,144789.0,290,0.0,0.0
1755435600000,0.18081,0.18105,0.17903,0.17953,111627.0,307,0.0,0.0
1755439200000,0.17973,0.18042,0.17859,0.17981,53876.0,275,0.0,0.0
1755442800000,0.18002,0.1812,0.17944,0.18051,78126.0,294,0.0,0.0
1755446400000,0.18075,0.1809,0.17849,0.17921,190639.0,386,0.0,0.0
1755450000000,0.17935,0.18008,0.17781,0.1787,134089.0,310,0.0,0.0
1755453600000,0.17886,0.17892,0.17764,0.17821,27424.0,296,0.0,0.0
1755457200000,0.17822,0.17868,0.17665,0.17666,195489.0,327,0.0,0.0
1755460800000,0.17662,0.17734,0.1762,0.17679,163165.0,392,0.0,0.0
1755464400000,0.1769,0.17868,0.17676,0.17791,80033.0,303,0.0,0.0
1755468000000,0.17811,0.18022,0.17757,0.17876,113034.0,354,0.0,0.0
1755471600000,0.17896,0.17896,0.17667,0.17667,78072.0,301,0.0,0.0
1755475200000,0.17686,0.17699,0.17553,0.17603,150930.0,357,0.0,0.0
1755478800000,0.17616,0.17634,0.17344,0.1736,337601.0,477,0.0,0.0
1755482400000,0.1737,0.17377,0.17044,0.17066,288634.0,483,0.0,0.0
1755486000000,0.17083,0.17166,0.16704,0.16788,1777557.0,922,0.0,0.0
1755489600000,0.16799,0.16862,0.16673,0.16835,250331.0,376,0.0,0.0
1755493200000,0.16846,0.16849,0.16158,0.16566,2745686.0,873,0.0,0.0
1755496800000,0.16544,0.16544,0.16265,0.16505,806387.0,325,0.0,0.0
1755500400000,0.16505,0.16632,0.16427,0.16547,372076.0,477,0.0,0.0
1755504000000,0.16551,0.16711,0.16447,0.16447,881954.0,525,0.0,0.0
1755507600000,0.16449,0.16512,0.16314,0.16334,389232.0,327,0.0,0.0
1755511200000,0.16336,0.16361,0.1621,0.16308,177573.0,205,0.0,0.0
1755514800000,0.16307,0.16327,0.16219,0.16236,43191.0,142,0.0,0.0
1755518400000,0.16233,0.16527,0.16208,0.16527,238996.0,253,0.0,0.0
1755522000000,0.16512,0.16609,0.16352,0.16352,222313.0,218,0.0,0.0
1755525600000,0.16313,0.16391,0.1621,0.16347,845061.0,424,0.0,0.0
1755529200000,0.16403,0.16915,0.16242,0.16623,2377643.0,594,0.0,0.0
1755532800000,0.16621,0.16741,0.1655,0.1665,372796.0,334,0.0,0.0
1755536400000,0.16626,0.16896,0.16591,0.16667,398720.0,475,0.0,0.0
1755540000000,0.16672,0.16788,0.1655,0.16675,340236.0,380,0.0,0.0
1755543600000,0.16675,0.16719,0.16223,0.16307,2150920.0,506,0.0,0.0
1755547200000,0.16307,0.16331,0.15994,0.16168,2285237.0,805,0.0,0.0
1755550800000,0.16176,0.16306,0.16101,0.16248,385517.0,251,0.0,0.0
1755554400000,0.16244,0.16358,0.16244,0.16288,51111.0,151,0.0,0.0
1755558000000,0.16291,0.16303,0.15997,0.1608,186210.0,257,0.0,0.0
1755561600000,0.1608,0.16165,0.1586,0.16122,303136.0,284,0.0,0.0
1755565200000,0.16127,0.16188,0.15817,0.15844,259563.0,184,0.0,0.0
1755568800000,0.15844,0.15886,0.15774,0.15774,104254.0,112,0.0,0.0
1755572400000,0.15784,0.15786,0.1555,0.15663,310463.0,166,0.0,0.0
1755576000000,0.15661,0.16025,0.1551,0.1578,1299398.0,471,0.0,0.0
1755579600000,0.15793,0.15841,0.15723,0.15748,194881.0,129,0.0,0.0
1755583200000,0.15747,0.15793,0.15655,0.15701,109053.0,119,0.0,0.0
1755586800000,0.15715,0.15715,0.15481,0.15663,471592.0,219,0.0,0.0
1755590400000,0.15664,0.15766,0.15604,0.15732,103515.0,147,0.0,0.0
1755594000000,0.15708,0.15884,0.15708,0.15844,87894.0,118,0.0,0.0
1755597600000,0.15838,0.16039,0.15819,0.16003,171498.0,153,0.0,0.0
1755601200000,0.16001,0.16058,0.15887,0.15997,550723.0,246,0.0,0.0
1755604800000,0.15997,0.162,0.15941,0.162,306658.0,330,0.0,0.0
1755608400000,0.1618,0.16318,0.15927,0.16096,532721.0,340,0.0,0.0
1755612000000,0.1612,0.16231,0.15676,0.15719,684810.0,295,0.0,0.0
1755615600000,0.15724,0.15827,0.1558,0.1562,248888.0,224,0.0,0.0
1755619200000,0.1564,0.15776,0.15448,0.15452,323073.0,264,0.0,0.0
1755622800000,0.1545,0.1581,0.15442,0.1581,251576.0,249,0.0,0.0
1755626400000,0.15737,0.15926,0.15735,0.15836,394311.0,193,0.0,0.0
1755630000000,0.15767,0.16079,0.15665,0.15787,995123.0,264,0.0,0.0
1755633600000,0.15805,0.15923,0.15705,0.15923,154405.0,123,0.0,0.0
1755637200000,0.15914,0.15924,0.15731,0.15751,39757.0,105,0.0,0.0
1755640800000,0.15705,0.15723,0.15528,0.15528,491595.0,172,0.0,0.0
1755644400000,0.15544,0.15544,0.15203,0.15285,501065.0,252,0.0,0.0
1755648000000,0.15258,0.15493,0.15258,0.15475,332135.0,162,0.0,0.0
1755651600000,0.15484,0.15548,0.15254,0.154,229450.0,115,0.0,0.0
1755655200000,0.1539,0.15495,0.15374,0.15468,246687.0,157,0.0,0.0
1755658800000,0.15468,0.15577,0.15333,0.1536,111358.0,116,0.0,0.0
1755662400000,0.1536,0.15583,0.15171,0.15397,1305822.0,304,0.0,0.0
1755666000000,0.15406,0.15414,0.15267,0.15354,524171.0,329,0.0,0.0
1755669600000,0.15356,0.15411,0.15294,0.1535,500828.0,223,0.0,0.0
1755673200000,0.15364,0.15481,0.15252,0.15252,192298.0,149,0.0,0.0
1755676800000,0.15309,0.15585,0.15257,0.15559,323553.0,155,0.0,0.0
1755680400000,0.15556,0.15569,0.15417,0.15428,147669.0,137,0.0,0.0
1755684000000,0.15459,0.15538,0.15378,0.15458,47682.0,85,0.0,0.0
1755687600000,0.15428,0.15428,0.1516,0.15282,193941.0,63,0.0,0.0
1755691200000,0.1534,0.15498,0.15235,0.15469,389889.0,171,0.0,0.0
1755694800000,0.15451,0.15454,0.15116,0.15116,331140.0,181,0.0,0.0
1755698400000,0.15141,0.15421,0.149,0.15272,816185.0,307,0.0,0.0
1755702000000,0.15317,0.15683,0.15315,0.15351,376239.0,149,0.0,0.0
1755705600000,0.1542,0.15576,0.15287,0.15287,136929.0,112,0.0,0.0
1755709200000,0.15305,0.15656,0.15305,0.15656,282195.0,152,0.0,0.0
1755712800000,0.15639,0.15639,0.15346,0.1538,127034.0,93,0.0,0.0
1755716400000,0.15357,0.1586,0.15357,0.15846,235119.0,128,0.0,0.0
1755720000000,0.15826,0.15904,0.15628,0.15837,189984.0,134,0.0,0.0
1755723600000,0.15778,0.15896,0.1567,0.15819,157598.0,116,0.0,0.0
1755727200000,0.15795,0.15915,0.15691,0.15903,82355.0,105,0.0,0.0
1755730800000,0.15904,0.15913,0.15754,0.1579,193981.0,164,0.0,0.0
1755734400000,0.15819,0.15868,0.15639,0.15786,113495.0,106,0.0,0.0
1755738000000,0.15805,0.15901,0.15681,0.15847,191695.0,132,0.0,0.0
1755741600000,0.15853,0.15948,0.15515,0.15626,343981.0,144,0.0,0.0
1755745200000,0.15614,0.15765,0.15481,0.15481,322240.0,136,0.0,0.0
1755748800000,0.15481,0.15526,0.15408,0.15448,240457.0,143,0.0,0.0
1755752400000,0.1546,0.15629,0.15365,0.15609,95091.0,142,0.0,0.0
1755756000000,0.15631,0.15631,0.15338,0.15401,138429.0,198,0.0,0.0
1755759600000,0.15401,0.15401,0.15266,0.15323,95894.0,133,0.0,0.0
1755763200000,0.15324,0.1537,0.15121,0.15141,341825.0,184,0.0,0.0
1755766800000,0.15135,0.15278,0.15081,0.15171,636754.0,204,0.0,0.0
1755770400000,0.15146,0.15247,0.1498,0.15028,500385.0,141,0.0,0.0
1755774000000,0.15069,0.15093,0.14947,0.14985,227746.0,104,0.0,0.0
1755777600000,0.14985,0.15089,0.14898,0.14973,265976.0,180,0.0,0.0
1755781200000,0.14972,0.15234,0.14966,0.15138,137374.0,114,0.0,0.0
1755784800000,0.15113,0.15363,0.15073,0.15178,128528.0,118,0.0,0.0
1755788400000,0.15139,0.15185,0.1495,0.1495,43780.0,111,0.0,0.0
1755792000000,0.1496,0.15041,0.14733,0.1474,364527.0,265,0.0,0.0
1755795600000,0.14751,0.14967,0.14611,0.14939,682676.0,403,0.0,0.0
1755799200000,0.14937,0.14964,0.14738,0.14833,573109.0,395,0.0,0.0
1755802800000,0.14849,0.14909,0.14596,0.14663,390740.0,426,0.0,0.0
1755806400000,0.14691,0.14769,0.14511,0.14735,578775.0,585,0.0,0.0
1755810000000,0.14649,0.1471,0.1451,0.14541,646899.0,552,0.0,0.0
